dataset,missingness,method,W_train,W_test,R2_real,R2_fake,R2_comb,F1_real,F1_fake,F1_comb,coverage_train,coverage_test,percent_bias,coverage_rate,AW,class_score,time,R2_lin_real,R2_lin_fake,R2_lin_comb,F1_lin_real,F1_lin_fake,F1_lin_comb,R2_linboost_real,R2_linboost_fake,R2_linboost_comb,F1_linboost_real,F1_linboost_fake,F1_linboost_comb,R2_tree_real,R2_tree_fake,R2_tree_comb,F1_tree_real,F1_tree_fake,F1_tree_comb,R2_treeboost_real,R2_treeboost_fake,R2_treeboost_comb,F1_treeboost_real,F1_treeboost_fake,F1_treeboost_comb
iris,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.2403975899,0.3458785675,0,0,0,0.9715013544,0.9592820143,0.9673259327,0.8077777778,0.8977777778,0,0,0,4.03E-01,13.53649799,0,0,0,1,0.9821550509,0.9844054581,0,0,0,0.9664143524,0.9437458708,0.9552753939,0,0,0,0.9642878239,0.9669755976,0.9741508654,0,0,0,0.9553032413,0.9442515379,0.9554720134
wine,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.229356924,1.524545477,0,0,0,0.9560277573,0.88694369,0.9631343522,0.8023474178,0.8833333333,0,0,0,0.4326589463,90.99998323,0,0,0,0.946394619,0.829326096,0.9541305876,0,0,0,0.9093720944,0.8601308784,0.92644874,0,0,0,0.9982675329,0.9613328201,0.9979210395,0,0,0,0.9700767828,0.8969849655,0.9740370416
parkinsons,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.889245582,1.846420189,0,0,0,0.8238306255,0.7006334382,0.8237522816,0.5405982906,0.8632478632,0,0,0,0.4501640692,166.1617568,0,0,0,0.709725269,0.6957554423,0.7221628601,0,0,0,0.8621966794,0.6831932891,0.8404509173,0,0,0,0.8572741829,0.7200228647,0.8615317613,0,0,0,0.8661263704,0.7035621566,0.8708635877
climate_model_crashes,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,3.22538046,3.712734979,0,0,0,0.7608071444,0.6549061777,0.7598753165,0.862191358,0.9598765432,0,0,0,0.4491426879,133.269896,0,0,0,0.8369939188,0.7270482461,0.8469553801,0,0,0,0.8195912949,0.6047487406,0.8047660176,0,0,0,0.5376682743,0.5992796673,0.5634360731,0,0,0,0.8489750894,0.6885480567,0.8243437953
concrete_compression,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.3940821353,0.5981964924,0.7890316565,0.712868311,0.7813864805,0,0,0,0.6084142395,0.8343042071,171.5082888,0.1259259259,9.719527164,0.4204277975,32.21839968,0.5759607897,0.5439581761,0.5691145819,0,0,0,0.7630503934,0.7165033012,0.7449469662,0,0,0,0.904734688,0.8008740808,0.8981792801,0,0,0,0.9123807549,0.7901376858,0.9133050937,0,0,0
yacht_hydrodynamics,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.3846434055,0.5832602534,0.8956182635,0.8927005689,0.8975282458,0,0,0,0.7043360434,0.8892473118,126.2448294,0.6095238095,38.77907,0.4682549536,13.15851744,0.5993811972,0.6030240601,0.6089117095,0,0,0,0.9897862716,0.9860520474,0.9884291219,0,0,0,0.9970182189,0.9922240341,0.9965306984,0,0,0,0.9962873662,0.9895021341,0.9962414535,0,0,0
airfoil_self_noise,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.162741963,0.2667758322,0.7624965712,0.6757320865,0.7542730731,0,0,0,0.7400443705,0.9204872647,7.221364793,0.7444444444,12.14307462,0.4553478914,20.77558525,0.5087932287,0.5037242141,0.5081317675,0,0,0,0.6605055143,0.6061737056,0.6464497805,0,0,0,0.9329225501,0.8000468338,0.9282493969,0,0,0,0.9477649919,0.7929835927,0.9342613473,0,0,0
connectionist_bench_sonar,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,7.773084612,8.861348025,0,0,0,0.818381758,0.7102989786,0.7897812309,0.5807228916,0.873015873,0,0,0,4.68E-01,1124.723555,0,0,0,0.7116789746,0.7262056598,0.7133686085,0,0,0,0.8401233699,0.6906887482,0.8114803259,0,0,0,0.8329529656,0.7380858911,0.8129574264,0,0,0,0.8887717218,0.6862156153,0.8213185626
ionosphere,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,4.182772469,4.76366224,0,0,0,0.9129495335,0.8261932087,0.9015504468,0.5726190476,0.7680751174,0,0,0,0.4454460343,407.6949422,0,0,0,0.8506690212,0.7907684654,0.8422199541,0,0,0,0.9387153881,0.8401605865,0.919181167,0,0,0,0.9399530096,0.8473331353,0.933385056,0,0,0,0.922460715,0.8265106478,0.9114156102
qsar_biodegradation,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.483003137,1.654889841,0,0,0,0.8517768076,0.803770751,0.8494476729,0.4597156398,0.8018957346,0,0,0,0.4709788078,785.7990226,0,0,0,0.857561255,0.8209528438,0.8527245515,0,0,0,0.8302144943,0.7973199667,0.830519613,0,0,0,0.8621689851,0.799738309,0.8573633574,0,0,0,0.8571624959,0.7970718844,0.8571831697
seeds,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.4237958195,0.5624332688,0,0,0,0.8711821463,0.8870006183,0.890141707,0.7686507937,0.9349206349,0,0,0,0.3713197548,30.68557247,0,0,0,0.936659665,0.8979561323,0.9410343736,0,0,0,0.6485722286,0.8402445196,0.7181894028,0,0,0,0.9634046442,0.9033307824,0.9520502497,0,0,0,0.9360920476,0.9064710391,0.9492928017
glass,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.5575704814,0.7100237195,0,0,0,0.6205299257,0.4878358882,0.6025135186,0.718128655,0.8589147287,0,0,0,0.4289339164,70.88401882,0,0,0,0.5611093415,0.5436650057,0.5988822326,0,0,0,0.4344818638,0.3720809531,0.4146336899,0,0,0,0.7354191386,0.5442719153,0.7049515057,0,0,0,0.7511093587,0.4913256786,0.6915866462
yeast,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.2558509357,0.3440940829,0,0,0,0.5159895897,0.3865308611,0.4854501554,0.7781522044,0.9115600449,0,0,0,0.4427788996,129.0117547,0,0,0,0.5386445957,0.4693042426,0.5335810373,0,0,0,0.4064941104,0.1943958283,0.3338786346,0,0,0,0.5586396039,0.4210761009,0.5231430041,0,0,0,0.5601800486,0.4613472725,0.5511979454
libras,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,10.09849294,11.16567475,0,0,0,0.5838362184,0.3303278494,0.5857543237,0.4800925926,0.7361111111,0,0,0,0.4595517952,10084.75589,0,0,0,0.6962763163,0.4749520026,0.7253535354,0,0,0,0.07820754173,0.0886242359,0.07264686526,0,0,0,0.8112754159,0.4767415771,0.7916888642,0,0,0,0.7495855996,0.2809935818,0.75332803
planning_relax,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.153821236,1.494692754,0,0,0,0.4314188016,0.4630762435,0.4421163653,0.7967816092,0.9585585586,0,0,0,4.10E-01,54.85799615,0,0,0,0.3994260604,0.5176179325,0.4575912421,0,0,0,0.3970594979,0.4487766048,0.4307463507,0,0,0,0.448442713,0.4444704062,0.4357972547,0,0,0,0.4807469349,0.4414400307,0.4443306137
blood_transfusion,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.09137010646,0.1313566378,0,0,0,0.5975314873,0.629868801,0.6104068095,0.8322185061,0.9546666667,0,0,0,0.4094127667,11.60628549,0,0,0,0.5587315331,0.6172835683,0.5917750038,0,0,0,0.6518887858,0.6413753228,0.6455559592,0,0,0,0.590736905,0.631198982,0.5881627185,0,0,0,0.5887687251,0.6296173308,0.6161335565
breast_cancer_diagnostic,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.663024984,1.814336653,0,0,0,0.9621434348,0.9124605401,0.9603191021,0.7408058608,0.8994152047,0,0,0,0.4422115882,386.1995961,0,0,0,0.9684572719,0.8987458662,0.9616218919,0,0,0,0.9557957103,0.9015111345,0.9564550962,0,0,0,0.9559334667,0.9298763372,0.9583880789,0,0,0,0.9683872901,0.9197088223,0.9648113416
connectionist_bench_vowel,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.6086667327,0.8271552498,0,0,0,0.6504474126,0.5267399528,0.668642832,0.5364478114,0.8606060606,0,0,0,0.390311675,214.5694129,0,0,0,0.6731765241,0.6122886377,0.6540545056,0,0,0,0.0767009015,0.1197554478,0.1709760819,0,0,0,0.9569156874,0.7244561579,0.9519565667,0,0,0,0.8949965374,0.6504595678,0.8975841736
concrete_slump,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.7714320487,1.27479402,0.8254924131,0.519138119,0.7924906312,0,0,0,0.7341463415,0.8317460317,42.75982085,0.875,11.67516739,0.4052046905,13.0156041,0.8461201115,0.8092505575,0.83343631,0,0,0,0.8023021994,0.4586720263,0.788899223,0,0,0,0.8057604675,0.4508757793,0.7812920478,0,0,0,0.8477868741,0.357754113,0.7663349439,0,0,0
wine_quality_red,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.4261624912,0.5459612983,0.3475731869,0.2036472134,0.3351995336,0,0,0,0.8667709148,0.9535416667,124.6325709,0.6545454545,12.95886897,0.4448289938,57.45333624,0.3220754354,0.2671052488,0.309284557,0,0,0,0.3179794107,0.2299853154,0.3006056992,0,0,0,0.4248786184,0.2352300888,0.4115822279,0,0,0,0.3253592829,0.08226820072,0.3193256504,0,0,0
wine_quality_white,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0.4068256534,0.4772154781,0.3677915875,0.2367754399,0.3604910512,0,0,0,0.8573591969,0.9661904762,222.0272172,0.6,14.70245056,0.4398749354,193.0648715,0.2622624323,0.2500733719,0.2603005709,0,0,0,0.2939442049,0.2331768459,0.2721666018,0,0,0,0.4878961919,0.2992197242,0.4838001025,0,0,0,0.4270635209,0.1646318178,0.4256969297,0,0,0
tictactoe,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.616985343,2.155746166,0,0,0,0.8996244339,0.6627308603,0.7603597757,0.6348128808,0.6079861111,0,0,0,3.82E-01,122.9854731,0,0,0,0.9787439883,0.6416621768,0.6912356313,0,0,0,0.7195647636,0.6349712472,0.6724893887,0,0,0,0.9097889033,0.6699244213,0.816096786,0,0,0,0.9904000804,0.7043655958,0.8616172969
congress,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,3.522595084,3.87182944,0,0,0,0.9466191907,0.9149246146,0.9444166397,0.2459770115,0.3524904215,0,0,0,0.4896558698,254.6176474,0,0,0,0.9278383913,0.8734201953,0.9416673066,0,0,0,0.95171629,0.9190765927,0.9400097732,0,0,0,0.9510797494,0.9352222007,0.9477644679,0,0,0,0.955842332,0.9319794699,0.948225011
car,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,1.007503124,1.269601987,0,0,0,0.7444092371,0.5316940277,0.624105759,0.3850940666,0.5412331407,0,0,0,0.3848821788,159.0859222,0,0,0,0.8649293999,0.6119111289,0.7068127521,0,0,0,0.5903696489,0.5258138697,0.5800331292,0,0,0,0.6097108019,0.486554208,0.5434296053,0,0,0,0.9126270976,0.502496904,0.6661475496
iris,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.2546877477,0.347529339,0,0,0,0.9715013544,0.963028041,0.9729721838,0.7477777778,0.92,0,0,0,0.392399023,15.08495378,0,0,0,1,0.9799313098,0.9888610415,0,0,0,0.9664143524,0.9549384404,0.9662758816,0,0,0,0.9642878239,0.9708658464,0.9768242154,0,0,0,0.9553032413,0.9463765673,0.9599275968
wine,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,1.219204198,1.494948427,0,0,0,0.9560277573,0.8979067746,0.9541364905,0.7985915493,0.8759259259,0,0,0,0.4175342462,97.80045398,0,0,0,0.946394619,0.8377836668,0.9524344289,0,0,0,0.9093720944,0.8517531079,0.8835945236,0,0,0,0.9982675329,0.9777727417,0.9982675329,0,0,0,0.9700767828,0.9243175822,0.9822494768
parkinsons,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,1.861644392,1.824735837,0,0,0,0.8238306255,0.7362764308,0.8272680332,0.4491452991,0.8461538462,0,0,0,0.4380595897,175.4054314,0,0,0,0.709725269,0.7080276323,0.7468768862,0,0,0,0.8621966794,0.7351461398,0.8401690038,0,0,0,0.8572741829,0.7637719521,0.8644421091,0,0,0,0.8661263704,0.7381599988,0.8575841338
climate_model_crashes,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,3.194760872,3.687287055,0,0,0,0.7608071444,0.7056244254,0.777739167,0.8944444444,0.9672839506,0,0,0,0.4340874603,148.2230493,0,0,0,0.8369939188,0.7407775881,0.8438942916,0,0,0,0.8195912949,0.6772340751,0.8054975446,0,0,0,0.5376682743,0.6571169379,0.6435358059,0,0,0,0.8489750894,0.7473691004,0.8180290257
concrete_compression,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.4736017811,0.6541454364,0.7890316565,0.6512585033,0.7705035123,0,0,0,0.3415857605,0.7265372168,1.86E+02,0.08888888889,8.290251765,4.34E-01,39.31044006,0.5759607897,0.5323826622,0.5639614702,0,0,0,0.7630503934,0.654398607,0.7272772257,0,0,0,0.904734688,0.7142322472,0.8868114981,0,0,0,0.9123807549,0.7040204968,0.903963855,0,0,0
yacht_hydrodynamics,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.4619905118,0.6530754035,0.8956182635,0.8576666212,0.8898895872,0,0,0,0.3769647696,0.852688172,162.5468716,0.6,37.50388999,0.465770973,15.23417004,0.5993811972,0.5873437051,0.6006933448,0,0,0,0.9897862716,0.9507976294,0.9780487167,0,0,0,0.9970182189,0.9645226834,0.9926209087,0,0,0,0.9962873662,0.9280024667,0.9881953785,0,0,0
airfoil_self_noise,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.2277764264,0.3180381567,0.7624965712,0.6202760208,0.7387074833,0,0,0,0.2892401553,0.7926910299,8.948664713,0.7555555556,12.16510156,0.4478202458,27.01960381,0.5087932287,0.5009592912,0.5070653622,0,0,0,0.6605055143,0.5541706768,0.5999317131,0,0,0,0.9329225501,0.7228307672,0.9223689821,0,0,0,0.9477649919,0.703143348,0.9254638759,0,0,0
connectionist_bench_sonar,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,7.899389431,8.980254193,0,0,0,0.818381758,0.7248041823,0.8038742144,0.5570281124,0.8412698413,0,0,0,0.4554213293,1138.513505,0,0,0,0.7116789746,0.7465780313,0.7097842291,0,0,0,0.8401233699,0.7053342813,0.8385881487,0,0,0,0.8329529656,0.7541156239,0.8266166151,0,0,0,0.8887717218,0.6931887928,0.8405078648
ionosphere,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,4.072936046,4.688432406,0,0,0,0.9129495335,0.8643394337,0.904710996,0.4502380952,0.7220657277,0,0,0,0.4230136486,422.110326,0,0,0,0.8506690212,0.8118920264,0.8487569914,0,0,0,0.9387153881,0.8841027884,0.9165307518,0,0,0,0.9399530096,0.8757011207,0.9346850486,0,0,0,0.922460715,0.8856617994,0.918871192
qsar_biodegradation,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,1.620377187,1.790477123,0,0,0,0.8517768076,0.8107998338,0.8479420546,0.1965244866,0.6420221169,0,0,0,0.4662130269,837.5399641,0,0,0,0.857561255,0.8249129004,0.8434539587,0,0,0,0.8302144943,0.8009362243,0.8328921881,0,0,0,0.8621689851,0.8085797023,0.8590663793,0,0,0,0.8571624959,0.808770508,0.8563556924
seeds,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.4580221979,0.5756129815,0,0,0,0.8711821463,0.8928727762,0.8805586454,0.7063492063,0.9333333333,0,0,0,0.3556398046,34.43372933,0,0,0,0.936659665,0.921966826,0.9522711714,0,0,0,0.6485722286,0.8430168494,0.6714037426,0,0,0,0.9634046442,0.9051207492,0.9510562331,0,0,0,0.9360920476,0.9013866802,0.9475034346
glass,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.5598509776,0.7144556973,0,0,0,0.6205299257,0.5213760546,0.592910829,0.534502924,0.8015503876,0.00E+00,0,0,4.18E-01,84.82593377,0,0,0,0.5611093415,0.5739633719,0.6134571701,0,0,0,0.4344818638,0.3202805911,0.3230809741,0,0,0,0.7354191386,0.6227949259,0.7076377373,0,0,0,0.7511093587,0.5684653295,0.7274674347
yeast,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.2908019875,0.3687634347,0,0,0,0.5159895897,0.4188589623,0.4914663864,0.647795563,0.8873176207,0,0,0,0.43762912,149.5912646,0,0,0,0.5386445957,0.4713659523,0.534996598,0,0,0,0.4064941104,0.2735118306,0.3055429278,0,0,0,0.5586396039,0.4565323288,0.5587633154,0,0,0,0.5601800486,0.4740257375,0.5665627043
libras,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,10.19954731,11.30666857,0,0,0,0.5838362184,0.3610200893,0.5820326014,0.4326388889,0.7268518519,0,0,0,0.4368785107,13184.77197,0,0,0,0.6962763163,0.4857720609,0.7227044807,0,0,0,0.07820754173,0.07280622279,0.06613410555,0,0,0,0.8112754159,0.5235071795,0.7924736251,0,0,0,0.7495855996,0.361994894,0.7468181942
planning_relax,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,1.156525956,1.463485985,0,0,0,0.4314188016,0.5088559226,0.481510465,0.7894252874,0.9495495495,0,0,0,0.3968947763,62.46675944,0,0,0,0.3994260604,0.5474918421,0.4522058438,0,0,0,0.3970594979,0.4981067435,0.4850818093,0,0,0,0.448442713,0.484452687,0.4573549689,0,0,0,0.4807469349,0.5053724179,0.5313992382
blood_transfusion,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.1147485156,0.1456496469,0,0,0,0.5975314873,0.619774075,0.6099645776,0.825083612,0.9555555556,0,0,0,0.4179593921,14.31080405,0,0,0,0.5587315331,0.5911473312,0.578578623,0,0,0,0.6518887858,0.6282071029,0.6440395688,0,0,0,0.590736905,0.6402777654,0.6023096504,0,0,0,0.5887687251,0.6194641007,0.6149304681
breast_cancer_diagnostic,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,1.744059792,1.886989339,0,0,0,0.9621434348,0.9284051243,0.960804652,0.5706959707,0.8502923977,0,0,0,0.4219478302,397.9161808,0,0,0,0.9684572719,0.9443251798,0.9639274146,0,0,0,0.9557957103,0.9142234641,0.9570628955,0,0,0,0.9559334667,0.9324047919,0.9575125471,0,0,0,0.9683872901,0.9226670614,0.9647157509
connectionist_bench_vowel,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.6503385844,0.8424460203,0,0,0,0.6504474126,0.5412938649,0.6769437134,0.3933501684,0.8474747475,0,0,0,0.3800486918,237.1827047,0,0,0,0.6731765241,0.6265272686,0.6572723167,0,0,0,0.0767009015,0.136025031,0.1938015737,0,0,0,0.9569156874,0.7293432346,0.9479422009,0,0,0,0.8949965374,0.6732799254,0.9087587621
concrete_slump,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.8261921172,1.284865209,0.8254924131,0.5684601613,0.8116436311,0,0,0,0.7308943089,0.8063492063,3.67E+01,0.6916666667,11.50975218,3.99E-01,14.94480515,0.8461201115,0.8070964934,0.8309906701,0,0,0,0.8023021994,0.5125008522,0.779111345,0,0,0,0.8057604675,0.515053065,0.8134981045,0,0,0,0.8477868741,0.4391902346,0.8229744048,0,0,0
wine_quality_red,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.4647487989,0.5677195895,0.3475731869,0.230296063,0.3473324671,0,0,0,0.7748762054,0.9308333333,103.2519696,0.6848484848,12.19142294,0.4308430954,73.07562606,0.3220754354,0.2753640543,0.3088946014,0,0,0,0.3179794107,0.2485094587,0.2905970556,0,0,0,0.4248786184,0.2632772687,0.4289037838,0,0,0,0.3253592829,0.1340334702,0.3609344278,0,0,0
wine_quality_white,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.4468060047,0.5093211927,0.3677915875,0.2434214256,0.3604069177,0,0,0,0.7351199592,0.9331292517,179.4310077,0.3444444444,7.605735881,0.4282587038,251.1009271,0.2622624323,0.2499801477,0.2626111969,0,0,0,0.2939442049,0.2453989127,0.2745939104,0,0,0,0.4878961919,0.2974769836,0.4863221177,0,0,0,0.4270635209,0.1808296583,0.418100446,0,0,0
tictactoe,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,1.578507634,2.140382906,0,0,0,0.8996244339,0.6565533165,0.7644832519,0.6491731941,0.6128472222,0,0,0,0.3746495867,135.4887171,0,0,0,0.9787439883,0.6312555198,0.6918383223,0,0,0,0.7195647636,0.6313634173,0.6742933415,0,0,0,0.9097889033,0.6731499322,0.8286207459,0,0,0,0.9904000804,0.6904443967,0.8631805977
congress,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,3.530166173,3.921757785,0,0,0,0.9466191907,0.9122594867,0.9433141003,0.2494252874,0.3425287356,0,0,0,0.4900281075,268.3638448,0,0,0,0.9278383913,0.8632875532,0.9395254353,0,0,0,0.95171629,0.9237949282,0.9400325133,0,0,0,0.9510797494,0.9323732604,0.946966827,0,0,0,0.955842332,0.9295822049,0.9467316256
car,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0.9381033203,1.220644886,0,0,0,0.7444092371,0.5387216092,0.6249399749,0.3984081042,0.5572254335,0,0,0,0.3777081456,173.0207739,0,0,0,0.8649293999,0.6154889934,0.7087499861,0,0,0,0.5903696489,0.5115135807,0.5776708273,0,0,0,0.6097108019,0.502687529,0.5456880548,0,0,0,0.9126270976,0.5251963338,0.6676510311
california,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0,0,0.6559524382,0.5879480332,0.6461844856,0,0,0,0.7145671835,0.9401970284,44.75903071,0.237037037,0.3389287242,0.4211949143,326.8811607,0.5974351433,0.577716025,0.5928350681,0,0,0,0.3911435852,0.4134827444,0.3983738824,0,0,0,0.804350173,0.6813600408,0.7825664533,0,0,0,0.8308808513,0.6792333226,0.8109625387,0,0,0
bean,MCAR(0.2 none),forest_diffusion_flow_nt51_ycond,0,0,0,0,0,0.8048521685,0.7892416612,0.803407965,0.7703098212,0.9488309463,0,0,0,0.3796921742,1005.650912,0,0,0,0.8393735762,0.7696710585,0.798187163,0,0,0,0.5081498776,0.5234737603,0.5416946076,0,0,0,0.9339874155,0.9314621964,0.9354239659,0,0,0,0.9378978047,0.9323596297,0.9383261235
california,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0,0,0.6559524382,0.5989656264,0.6605018458,0,0,0,0.2165859173,0.5841892765,52.95697561,0.1185185185,0.3099953877,0.4374038003,454.4803055,0.5974351433,0.5814355159,0.5858774107,0,0,0,0.3911435852,0.4212752415,0.4330201796,0,0,0,0.804350173,0.6880045352,0.8043277731,0,0,0,0.8308808513,0.705147213,0.8187820197,0,0,0
bean,MCAR(0.2 none),forest_diffusion_vp_nt51_ycond,0,0,0,0,0,0.8048521685,0.8371054445,0.7983500371,0.09785084497,0.4155220957,0,0,0,0.4065519191,1140.440394,0,0,0,0.8393735762,0.8114838273,0.792658231,0,0,0,0.5081498776,0.6695250491,0.527905752,0,0,0,0.9339874155,0.9321021493,0.9348635554,0,0,0,0.9378978047,0.9353107523,0.9379726098
iris,MCAR(0.2 MissForest),oracle,0,0.2361080705,0,0,0,0.9715013544,0.9715013544,0.9726321275,1,0.9333333333,0,0,0,0.832336918,5.55E-05,0,0,0,1,1,1,0,0,0,0.9664143524,0.9664143524,0.9664143524,0,0,0,0.9642878239,0.9642878239,0.9575031856,0,0,0,0.9553032413,0.9553032413,0.9666109719
iris,MCAR(0.2 MissForest),CTGAN,1.115175246,1.150303703,0,0,0,0.9715013544,0.305763185,0.8674784149,0.03555555556,0.1177777778,0,0,0,0.4643114892,5.162764708,0,0,0,1,0.3292022455,0.7812092307,0,0,0,0.9664143524,0.3216927854,0.7659388437,0,0,0,0.9642878239,0.2787591881,0.9673788019,0,0,0,0.9553032413,0.2933985208,0.9553867835
iris,MCAR(0.2 MissForest),GaussianCopula,0.6906523736,0.7350161236,0,0,0,0.9715013544,0.5886152626,0.8904500385,0.1655555556,0.4977777778,0,0,0,0.4412028766,0.3391599655,0,0,0,1,0.6248366688,0.8653023552,0,0,0,0.9664143524,0.5732126507,0.7876929921,0,0,0,0.9642878239,0.6021501531,0.9603034185,0,0,0,0.9553032413,0.5542615777,0.9485013882
iris,MCAR(0.2 MissForest),TVAE,0.4520404825,0.4969227363,0,0,0,0.9715013544,0.8956030373,0.9286629157,0.4366666667,0.8222222222,0,0,0,0.4088319826,1.797934294,0,0,0,1,0.9456771625,0.9753631165,0,0,0,0.9664143524,0.7895678968,0.8225911134,0,0,0,0.9642878239,0.9482269727,0.9682499022,0,0,0,0.9553032413,0.898940117,0.9484475309
iris,MCAR(0.2 MissForest),CopulaGAN,1.052482833,1.094201967,0,0,0,0.9715013544,0.3434542505,0.886393917,0.06944444444,0.2266666667,0,0,0,4.51E-01,4.673621655,0,0,0,1,0.3598058234,0.8166042473,0,0,0,0.9664143524,0.3532461157,0.8294135317,0,0,0,0.9642878239,0.3240267545,0.9601775094,0,0,0,0.9553032413,0.3367383085,0.9393803798
iris,MCAR(0.2 MissForest),CTABGAN,0.819871155,0.8356287392,0,0,0,0.9715013544,0.4381117496,0.8866677484,0.1633333333,0.3933333333,0,0,0,0.4517604583,3.107873678,0,0,0,1,0.5200446748,0.8935560415,0,0,0,0.9664143524,0.3521914411,0.733488951,0,0,0,0.9642878239,0.4460859912,0.9665223665,0,0,0,0.9553032413,0.4341248914,0.9531036345
iris,MCAR(0.2 MissForest),stasy,0.5158055927,0.5940824216,0,0,0,0.9715013544,0.912094968,0.9361441978,0.6405555556,0.8977777778,0,0,0,0.4166282689,112.012209,0,0,0,1,0.9459260103,0.9888610415,0,0,0,0.9664143524,0.804376428,0.828470296,0,0,0,0.9642878239,0.9598276837,0.969618727,0,0,0,0.9553032413,0.9382497498,0.9576267267
iris,MCAR(0.2 MissForest),TabDDPM,0.2140640318,0.3298465183,0,0,0,0.9715013544,0.930167663,0.9554428499,0.8577777778,0.9,0,0,0,0.4017256174,121.366464,0,0,0,1,0.9597421162,0.9798823658,0,0,0,0.9664143524,0.8651091037,0.9366272262,0,0,0,0.9642878239,0.9561522506,0.9588601132,0,0,0,0.9553032413,0.9396671814,0.9464016945
wine,MCAR(0.2 MissForest),oracle,0,1.440255312,0,0,0,0.9560277573,0.9560277573,0.9551615238,1,0.9444444444,0,0,0,0.830609094,5.52E-05,0,0,0,0.946394619,0.946394619,0.946394619,0,0,0,0.9093720944,0.9093720944,0.9093720944,0,0,0,0.9982675329,0.9982675329,0.9948025987,0,0,0,0.9700767828,0.9700767828,0.9700767828
wine,MCAR(0.2 MissForest),CTGAN,2.744295658,2.918237061,0,0,0,0.9560277573,0.3897575014,0.9163847437,0.01784037559,0.08333333333,0,0,0,0.4798248306,6.933936357,0,0,0,0.946394619,0.416966722,0.9021864865,0,0,0,0.9093720944,0.4205486068,0.8434050189,0,0,0,0.9982675329,0.3441965036,0.9729184244,0,0,0,0.9700767828,0.3773181735,0.947029045
wine,MCAR(0.2 MissForest),GaussianCopula,1.941942946,2.137253538,0,0,0,0.9560277573,0.6685216075,0.9438299985,0.2187793427,0.5074074074,0,0,0,0.5292199398,1.237997532,0,0,0,0.946394619,0.7044527442,0.9629233496,0,0,0,0.9093720944,0.6317456144,0.8679896893,0,0,0,0.9982675329,0.6870929031,0.9844048935,0,0,0,0.9700767828,0.6507951682,0.9600020615
